name,all_reviews,popular_tags
Gorky 17,"Very Positive,(606),- 82% of the 606 user reviews for this game are positive.","RPG,Strategy,Turn-Based,Classic,Horror,Post-apocalyptic,Singleplayer,Turn-Based Strategy,Isometric,Atmospheric,Tactical,Sci-fi,Masterpiece,Tactical RPG"
Guacamelee! 2,"Very Positive,(606),- 93% of the 606 user reviews for this game are positive.","Metroidvania,Adventure,Action,Platformer,Indie,Co-op,2D,Funny,Beat 'em up,Controller,4 Player Local,Local Multiplayer,Singleplayer,Comedy,Great Soundtrack,Wrestling,Side Scroller,Action-Adventure,Fantasy,Multiple Endings"
Great Hero's Beard,"Very Positive,(607),- 86% of the 607 user reviews for this game are positive.","Casual,RPG,Adventure,Indie,Clicker"
It Lurks Below,"Very Positive,(608),- 86% of the 608 user reviews for this game are positive.","RPG,Indie,Action,Survival,Pixel Graphics,Sandbox,Loot,2D,Dungeon Crawler,Singleplayer,Action RPG,Crafting,Early Access,Platformer"
Arma 3 Laws of War,"Very Positive,(608),- 93% of the 608 user reviews for this game are positive.","Simulation,Action,Strategy,Violent,Gore"
Dead by Daylight - Charity Case,"Very Positive,(609),- 93% of the 609 user reviews for this game are positive.","Violent,Action,Gore,Horror"
Winds of Change,"Very Positive,(61),- 100% of the 61 user reviews for this game are positive.","Early Access,Early Access,Adventure,Indie,RPG,Visual Novel"
Supipara - Chapter 2 Spring Has Come!,"Very Positive,(61),- 100% of the 61 user reviews for this game are positive.","Adventure,Visual Novel,Anime,Cute,Funny"
Lost Lands: Dark Overlord,"Very Positive,(61),- 100% of the 61 user reviews for this game are positive.","Adventure,Casual,Hidden Object,Point & Click,Puzzle,Female Protagonist"
Train Simulator: European Loco & Asset Pack,"Very Positive,(61),- 80% of the 61 user reviews for this game are positive.","Simulation,Trains,Open World,Sandbox,Physics,Atmospheric,Realistic,Family Friendly,TrackIR,Co-op"
Dungeon Escape VR,"Very Positive,(61),- 80% of the 61 user reviews for this game are positive.","Indie,Puzzle,Mystery Dungeon,VR"
Steep??- Extreme Pack,"Very Positive,(61),- 81% of the 61 user reviews for this game are positive.","Sports,Action"
Pathfinder: Kingmaker - Varnhold's Lot,"Very Positive,(61),- 81% of the 61 user reviews for this game are positive.","RPG,Gore,Sexual Content"
The Big Journey,"Very Positive,(61),- 83% of the 61 user reviews for this game are positive.","Casual,Indie,Adventure,Platformer,Atmospheric,Relaxing,Puzzle,Puzzle-Platformer,Stylized,Cute"
Heroes & Generals - Medkit & Medic Ribbon Boosters,"Very Positive,(61),- 83% of the 61 user reviews for this game are positive.","Free to Play,Massively Multiplayer,Action,Indie,World War II,Violent,FPS"
Volleyball Unbound - Pro Beach Volleyball,"Very Positive,(61),- 85% of the 61 user reviews for this game are positive.","Early Access,Sports,Early Access,Simulation"
Starving,"Very Positive,(61),- 85% of the 61 user reviews for this game are positive.","Indie,Casual,Puzzle"
Killing Floor - Community Weapons Pack 3 - Us Versus Them Total Conflict Pack,"Very Positive,(61),- 85% of the 61 user reviews for this game are positive.","Action,FPS"
Jones On Fire,"Very Positive,(61),- 85% of the 61 user reviews for this game are positive.","Indie,Casual,Racing,Action,Cute,Family Friendly,3D Platformer,Runner,Female Protagonist,Cats"
Train Simulator: Hamburg-Hanover Route Add-On,"Very Positive,(61),- 86% of the 61 user reviews for this game are positive.",Simulation
Monster X Monster,"Very Positive,(61),- 86% of the 61 user reviews for this game are positive.","Early Access,Indie,RPG,Early Access,Adventure,Strategy,Card Game,Rogue-like"
Farming Simulator 15 - ITRunner,"Very Positive,(61),- 86% of the 61 user reviews for this game are positive.","Simulation,Multiplayer"
Procyon,"Very Positive,(61),- 90% of the 61 user reviews for this game are positive.","Shoot 'Em Up,Indie,Action,Bullet Hell,Shooter,Side Scroller,Local Co-Op,Sci-fi"
DmC Devil May Cry: Costume Pack,"Very Positive,(61),- 90% of the 61 user reviews for this game are positive.",Action
TumbleSeed,"Very Positive,(61),- 91% of the 61 user reviews for this game are positive.","Indie,Action,Adventure,Nature,Rogue-lite,Difficult,Rogue-like,2D"
Guns of Infinity,"Very Positive,(61),- 95% of the 61 user reviews for this game are positive.","Adventure,Indie,RPG,Choose Your Own Adventure,Text-Based,Interactive Fiction"
Shigatari,"Very Positive,(61),- 96% of the 61 user reviews for this game are positive.","RPG,Indie"
TY the Tasmanian Tiger 3,"Very Positive,(61),- 98% of the 61 user reviews for this game are positive.","Action,Adventure,Indie,3D Platformer,Classic"
Shan Gui OST,"Very Positive,(61),- 98% of the 61 user reviews for this game are positive.",Music
Dying Light,"Very Positive,(61,962),- 92% of the 61,962 user reviews for this game are positive.","Zombies,Survival,Open World,Parkour,Co-op,Multiplayer,Action,First-Person,Horror,Gore,Survival Horror,Crafting,FPS,Adventure,Atmospheric,Shooter,Singleplayer,RPG,Stealth,Sandbox"
Sonic the Hedgehog 4 - Episode II,"Very Positive,(610),- 80% of the 610 user reviews for this game are positive.","Adventure,Platformer,Co-op,Action,2D,Local Co-Op,Masterpiece,Online Co-Op,Great Soundtrack,Local Multiplayer,Fast-Paced,Singleplayer,Colorful,2.5D,Family Friendly,Multiplayer"
Slavistan,"Very Positive,(610),- 91% of the 610 user reviews for this game are positive.","Indie,Simulation,Action,Memes,Pixel Graphics"
CRYPTARK,"Very Positive,(613),- 84% of the 613 user reviews for this game are positive.","Action,Indie,Strategy,Adventure,Twin Stick Shooter,Rogue-lite,Space,Rogue-like,Mechs,2D,Sci-fi,Bullet Hell,Great Soundtrack,Difficult,Shooter,Early Access"
NEKOPARA OVA,"Very Positive,(613),- 91% of the 613 user reviews for this video are positive.","Anime,Cute,FPS,Sexual Content,Movie,Funny,Nudity,Story Rich,Dating Sim,Great Soundtrack,Female Protagonist,Atmospheric,Romance,Action,Singleplayer"
Disc Jam,"Very Positive,(615),- 84% of the 615 user reviews for this game are positive.","Sports,Action,Multiplayer,Indie,Competitive,Arcade,Casual,Co-op,4 Player Local"
Razortron 2000,"Very Positive,(616),- 87% of the 616 user reviews for this game are positive.","Casual,Racing,Indie,Retro,1980s,Arcade,Great Soundtrack,Top-Down,Singleplayer,2D"
Reventure,"Very Positive,(617),- 94% of the 617 user reviews for this game are positive.","Adventure,Indie,Violent,Pixel Graphics,Comedy,Dark Humor,Retro,Multiple Endings,2D,Singleplayer,Exploration,Platformer,Dark Comedy,Metroidvania,Choose Your Own Adventure,Puzzle-Platformer,Great Soundtrack,Nonlinear,Mystery Dungeon,Choices Matter"
Dreamfall: The Longest Journey,"Very Positive,(618),- 85% of the 618 user reviews for this game are positive.","Adventure,Female Protagonist,Story Rich,Fantasy,Sci-fi,Singleplayer,Third Person,RPG,Beautiful,Futuristic,Great Soundtrack,Atmospheric,Masterpiece,Cyberpunk,Nudity"
You Have 10 Seconds 2,"Very Positive,(619),- 89% of the 619 user reviews for this game are positive.","Free to Play,Casual,Indie,Platformer,Difficult,Level Editor"
Snail Bob 2: Tiny Troubles,"Very Positive,(62),- 100% of the 62 user reviews for this game are positive.","Casual,Indie,Puzzle,Action,Adventure,RPG,Simulation,2D,Physics,Psychological Horror"
Strategic Command WWII: World at War,"Very Positive,(62),- 80% of the 62 user reviews for this game are positive.","Strategy,Turn-Based,World War II"
Masky,"Very Positive,(62),- 80% of the 62 user reviews for this game are positive.","Casual,Action,Indie"
Endhall,"Very Positive,(62),- 82% of the 62 user reviews for this game are positive.","Indie,Strategy,Turn-Based,Retro,Pixel Graphics,Turn-Based Combat,Turn-Based Tactics,Rogue-lite,Singleplayer,Tactical,Short,Rogue-like,Turn-Based Strategy"
OMSI 2 Add-on City Bus O305,"Very Positive,(62),- 85% of the 62 user reviews for this game are positive.",Simulation
Andor - the Cards of Wonder,"Very Positive,(62),- 85% of the 62 user reviews for this game are positive.","Early Access,Early Access,Strategy,Card Game,Casual,Massively Multiplayer,Indie,Adventure"
Alphadia Genesis,"Very Positive,(62),- 85% of the 62 user reviews for this game are positive.","RPG,Action,Adventure,JRPG,Anime"
Solace Crafting,"Very Positive,(62),- 87% of the 62 user reviews for this game are positive.","Early Access,Adventure,Indie,Early Access,RPG,Crafting,Survival"
Mechs V Kaijus,"Very Positive,(62),- 87% of the 62 user reviews for this game are positive.","Early Access,Action,Indie,Strategy,Tower Defense,Early Access,Mechs,Robots,Real Time Tactics,2D,Pixel Graphics,Singleplayer,Tactical,Base Building,Difficult,Rogue-like,Survival"
Train Simulator: The Riviera Line: Exeter-Paignton Route Add-On,"Very Positive,(62),- 88% of the 62 user reviews for this game are positive.","Simulation,Trains,Atmospheric,Realistic,Open World,Sandbox,Family Friendly,TrackIR,Physics"
RAYGUN COMMANDO VR,"Very Positive,(62),- 88% of the 62 user reviews for this game are positive.","Free to Play,Indie,Casual,VR"
Xmas Shooting - Scramble!!,"Very Positive,(62),- 90% of the 62 user reviews for this game are positive.","Action,Indie,Anime,Bullet Hell,Shoot 'Em Up,Female Protagonist,Cute"
Umfend,"Very Positive,(62),- 90% of the 62 user reviews for this game are positive.","Indie,Adventure,Psychological Horror,Horror,First-Person,Surreal"
Space Pilgrim Academy: Year 1,"Very Positive,(62),- 90% of the 62 user reviews for this game are positive.","Adventure,Indie,RPGMaker,Space,Story Rich,Sci-fi,Family Friendly,2D,Singleplayer,Female Protagonist,Point & Click,Atmospheric,RPG,Great Soundtrack,JRPG"
Riptale,"Very Positive,(62),- 91% of the 62 user reviews for this game are positive.","Action,Indie,Adventure,2D,Great Soundtrack,Rogue-like,Rogue-lite,Blood,Pixel Graphics,Platformer"
Euro Truck Simulator 2 - Valentine's Paint Jobs Pack,"Very Positive,(62),- 91% of the 62 user reviews for this game are positive.","Simulation,Indie"
POLYBIUS,"Very Positive,(62),- 95% of the 62 user reviews for this game are positive.","Action,VR,Psychedelic,Retro"
Euro Truck Simulator 2 - Spanish Paint Jobs Pack,"Very Positive,(62),- 95% of the 62 user reviews for this game are positive.","Simulation,Indie"
868-HACK,"Very Positive,(62),- 95% of the 62 user reviews for this game are positive.","Strategy,Indie,Rogue-like,Hacking,Cyberpunk"
Lingua Fleur: Lily,"Very Positive,(62),- 98% of the 62 user reviews for this game are positive.","Adventure,Indie,Visual Novel,Anime"
Journey of Greed,"Very Positive,(62),- 98% of the 62 user reviews for this game are positive.","Early Access,Strategy,Card Game,Indie,Board Game,Early Access,Turn-Based,Multiplayer"
Duck Souls,"Very Positive,(62),- 98% of the 62 user reviews for this game are positive.","Action,Indie,Casual,Adventure,Platformer"
Zero Caliber VR,"Very Positive,(620),- 80% of the 620 user reviews for this game are positive.","Early Access,VR,FPS,Early Access,Simulation,Action,Violent,Indie,Casual,Multiplayer,Singleplayer,Shooter,Military"
Atlantic Fleet,"Very Positive,(620),- 83% of the 620 user reviews for this game are positive.","Simulation,Strategy,World War II,Naval,Turn-Based,War,Singleplayer,Historical"
Cities: Skylines - Match Day,"Very Positive,(620),- 94% of the 620 user reviews for this game are positive.","Simulation,Strategy,City Builder,Sports"
Ben and Ed - Blood Party,"Very Positive,(621),- 84% of the 621 user reviews for this game are positive.","Multiplayer,Action,Zombies,Indie,Co-op,Level Editor,Violent,Gore,3D Platformer,Parkour,Funny,Horror,Platformer,Early Access"
PAYDAY??The Heist: Wolfpack DLC,"Very Positive,(623),- 93% of the 623 user reviews for this game are positive.","Action,FPS,Heist,Co-op,Shooter,Online Co-Op,Great Soundtrack,First-Person,Multiplayer"
Pathologic 2,"Very Positive,(624),- 83% of the 624 user reviews for this game are positive.","Atmospheric,Story Rich,Psychological Horror,Survival,Dark,Choices Matter,Singleplayer,Horror,Great Soundtrack,Indie,First-Person,Open World,RPG,Adventure,Survival Horror,Surreal,Masterpiece,Dystopian,Violent,Difficult"
Project: Gorgon,"Very Positive,(624),- 84% of the 624 user reviews for this game are positive.","Early Access,Massively Multiplayer,RPG,Indie,Sexual Content,Early Access,MMORPG,Fantasy,Sandbox,Open World"
Avernum: Escape From the Pit,"Very Positive,(625),- 91% of the 625 user reviews for this game are positive.","RPG,Indie,Isometric,Party-Based RPG,Turn-Based,Strategy,Fantasy,Singleplayer,Turn-Based Combat,Old School,Grid-Based Movement,Remake,CRPG,Open World,Story Rich,2D,Adventure,Exploration"
Samorost 2,"Very Positive,(629),- 82% of the 629 user reviews for this game are positive.","Adventure,Point & Click,Indie,Puzzle,Casual,Surreal,Atmospheric,Singleplayer,Short,2D,Fantasy,Great Soundtrack,Hand-drawn,Sci-fi"
Disgaea 2 PC / ?€ë¶ºë¸£??ì®??Žê¶?ë°¤ê¶—??³ê¶‹2 PC,"Very Positive,(629),- 89% of the 629 user reviews for this game are positive.","Strategy RPG,JRPG,Anime,RPG,Turn-Based Tactics,Tactical RPG,Comedy,Singleplayer,Turn-Based,Strategy,Great Soundtrack,Funny,Pixel Graphics,2D,Turn-Based Strategy,Cute"
SENRAN KAGURA ESTIVAL VERSUS - Ikki T?²sen,"Very Positive,(63),- 100% of the 63 user reviews for this game are positive.","Nudity,Action"
ELMIA,"Very Positive,(63),- 82% of the 63 user reviews for this game are positive.","Action,Casual,Indie,Cute,Anime,Story Rich,Great Soundtrack,Platformer,2D,Atmospheric,Female Protagonist,Adventure,Family Friendly,Singleplayer,2.5D,Fantasy,Side Scroller,Controller,Time Attack,Difficult"
Dream Golf VR,"Very Positive,(63),- 82% of the 63 user reviews for this game are positive.","Free to Play,Casual,Sports,Indie,VR"
Tomb Raider: Hunter Skin,"Very Positive,(63),- 84% of the 63 user reviews for this game are positive.","Action,Adventure"
StrikeForce Kitty,"Very Positive,(63),- 84% of the 63 user reviews for this game are positive.","Indie,Casual,Adventure,Platformer,2D,Arcade,Cute,Cats,Singleplayer"
Eventide 3: Legacy of Legends,"Very Positive,(63),- 84% of the 63 user reviews for this game are positive.","Hidden Object,Adventure,Casual,Atmospheric,Female Protagonist,Point & Click,Fantasy,Great Soundtrack,Indie,Puzzle,2D,Singleplayer,Story Rich,Family Friendly,Horror,Colorful,Relaxing,Surreal,Short,Visual Novel"
Pinball Wicked,"Very Positive,(63),- 85% of the 63 user reviews for this game are positive.","Early Access,Simulation,Indie,Casual,Early Access,Pinball,Arcade,Physics"
best game eu,"Very Positive,(63),- 85% of the 63 user reviews for this game are positive.","Casual,FPS"
BANG! BANG! Totally Accurate Redneck Simulator,"Very Positive,(63),- 85% of the 63 user reviews for this game are positive.","Early Access,Action,Indie,Simulation,Casual,Early Access,Comedy,Physics,Intentionally Awkward Controls,Hand-drawn,Funny,Bullet Time"
4D Toys,"Very Positive,(63),- 85% of the 63 user reviews for this game are positive.","Simulation,Indie,VR,Education"
Friday the 13th: The Game - Jason Part 7 Machete Kill Pack,"Very Positive,(63),- 87% of the 63 user reviews for this game are positive.","Violent,Action,Gore,Survival Horror"
Neos VR,"Very Positive,(63),- 90% of the 63 user reviews for this game are positive.","Early Access,Free to Play,Utilities,Animation & Modeling,Software Training,Education,Design & Illustration,Early Access,Indie,VR,Web Publishing,Multiplayer,Level Editor,Building"
KAMUI,"Very Positive,(63),- 92% of the 63 user reviews for this game are positive.","Indie,Action,Shoot 'Em Up,Great Soundtrack,Bullet Hell,Shooter"
Japanese Women - Animated Jigsaws,"Very Positive,(63),- 92% of the 63 user reviews for this game are positive.","Casual,Simulation,Puzzle"
123 Slaughter Me Street 2,"Very Positive,(63),- 92% of the 63 user reviews for this game are positive.","Action,Adventure,Gore,Horror,Strategy,Survival Horror"
Mutilate-a-Doll 2,"Very Positive,(63),- 93% of the 63 user reviews for this game are positive.","Simulation,Indie,Casual,Sandbox,Blood,Physics,Gore,Building,2D,Singleplayer,Violent,Funny,Relaxing,Shooter,Replay Value"
GLAD VALAKAS TOWER DEFENCE 2,"Very Positive,(63),- 93% of the 63 user reviews for this game are positive.","Casual,Action,Violent,Indie,Strategy,Singleplayer,Funny,Memes,Dark Humor,2D,Comedy,Stylized,Cartoony,Character Action Game"
eSail Sailing Simulator,"Very Positive,(63),- 93% of the 63 user reviews for this game are positive.","Simulation,Sports,Racing,Sailing"
Avadon 3: The Warborn,"Very Positive,(63),- 93% of the 63 user reviews for this game are positive.","RPG,Indie,Adventure,Strategy,Isometric,Story Rich,Fantasy,Turn-Based"
Age of Wonders III - Golden Realms Expansion,"Very Positive,(63),- 93% of the 63 user reviews for this game are positive.","Strategy,RPG,Fantasy,Turn-Based Strategy"
UBERMOSH Vol.7,"Very Positive,(63),- 95% of the 63 user reviews for this game are positive.","Indie,Action,Retro,Great Soundtrack,Arcade,Fast-Paced,Cult Classic,Pixel Graphics,Gore"
